Name,Form,HP,Attack,Defense,Speed,Sp Attack,Sp Defense,BST,Types,Type1,Type2,Abilities,Ability1,Ability2,HiddenAbility,Generation,Evolutions
Scrafty,,65,90,115,58,45,115,488,"Dark, Fighting",Dark,Fighting,"Shed Skin, Moxie, Intimidate",Shed Skin,Moxie,Intimidate,5,
Sigilyph,,72,58,80,97,103,80,490,"Psychic, Flying",Psychic,Flying,"Wonder Skin, Magic Guard, Tinted Lens",Wonder Skin,Magic Guard,Tinted Lens,5,
Yamask,,38,30,85,30,55,65,303,Ghost,Ghost,,"Mummy, None, None",Mummy,None,None,5,Cofagrigus (34)
Cofagrigus,,58,50,145,30,95,105,483,Ghost,Ghost,,"Mummy, None, None",Mummy,None,None,5,
Yamask,Galar,38,55,85,30,30,65,303,"Ground, Ghost",Ground,Ghost,"Wandering Spirit, None, None",Wandering Spirit,None,None,5,Runerigus
Runerigus,,58,95,145,30,50,105,483,"Ground, Ghost",Ground,Ghost,"Wandering Spirit, None, None",Wandering Spirit,None,None,5,
Tirtouga,,54,78,103,22,53,45,355,"Water, Rock",Water,Rock,"Solid Rock, Sturdy, Swift Swim",Solid Rock,Sturdy,Swift Swim,5,Carracosta (37)
Carracosta,,74,108,133,32,83,65,495,"Water, Rock",Water,Rock,"Solid Rock, Sturdy, Swift Swim",Solid Rock,Sturdy,Swift Swim,5,
Archen,,55,112,45,70,74,45,401,"Rock, Flying",Rock,Flying,"Defeatist, None, None",Defeatist,None,None,5,Archeops (37)
Archeops,,75,140,65,110,112,65,567,"Rock, Flying",Rock,Flying,"Defeatist, None, None",Defeatist,None,None,5,
Trubbish,,50,50,62,65,40,62,329,Poison,Poison,,"Stench, Sticky Hold, Aftermath",Stench,Sticky Hold,Aftermath,5,Garbodor (36)
Garbodor,,80,95,82,75,60,82,474,Poison,Poison,,"Stench, Weak Armor, Aftermath",Stench,Weak Armor,Aftermath,5,
Garbodor,Gmax,80,95,82,75,60,82,474,Poison,Poison,,"Stench, Weak Armor, Aftermath",Stench,Weak Armor,Aftermath,5,
Zorua,,40,65,40,65,80,40,330,Dark,Dark,,"Illusion, None, None",Illusion,None,None,5,Zoroark (30)
Zoroark,,60,105,60,105,120,60,510,Dark,Dark,,"Illusion, None, None",Illusion,None,None,5,
Zorua,Hisui,35,60,40,70,85,40,330,"Normal, Ghost",Normal,Ghost,"Illusion, None, None",Illusion,None,None,5,Zoroark Hisui (30)
Zoroark,Hisui,55,100,60,110,125,60,510,"Normal, Ghost",Normal,Ghost,"Illusion, None, None",Illusion,None,None,5,
Minccino,,55,50,40,75,40,40,300,Normal,Normal,,"Cute Charm, Technician, Skill Link",Cute Charm,Technician,Skill Link,5,Cinccino (Shiny Stone)
Cinccino,,75,95,60,115,65,60,470,Normal,Normal,,"Cute Charm, Technician, Skill Link",Cute Charm,Technician,Skill Link,5,
Gothita,,45,30,50,45,55,65,290,Psychic,Psychic,,"Frisk, Competitive, Shadow Tag",Frisk,Competitive,Shadow Tag,5,Gothorita (32)
Gothorita,,60,45,70,55,75,85,390,Psychic,Psychic,,"Frisk, Competitive, Shadow Tag",Frisk,Competitive,Shadow Tag,5,Gothitelle (41)
Gothitelle,,70,55,95,65,95,110,490,Psychic,Psychic,,"Frisk, Competitive, Shadow Tag",Frisk,Competitive,Shadow Tag,5,
Solosis,,45,30,40,20,105,50,290,Psychic,Psychic,,"Overcoat, Magic Guard, Regenerator",Overcoat,Magic Guard,Regenerator,5,Duosion (32)
Duosion,,65,40,50,30,125,60,370,Psychic,Psychic,,"Overcoat, Magic Guard, Regenerator",Overcoat,Magic Guard,Regenerator,5,Reuniclus (41)
Reuniclus,,110,65,75,30,125,85,490,Psychic,Psychic,,"Overcoat, Magic Guard, Regenerator",Overcoat,Magic Guard,Regenerator,5,
Ducklett,,62,44,50,55,44,50,305,"Water, Flying",Water,Flying,"Keen Eye, Big Pecks, Hydration",Keen Eye,Big Pecks,Hydration,5,Swanna (35)
Swanna,,75,87,63,98,87,63,473,"Water, Flying",Water,Flying,"Keen Eye, Big Pecks, Hydration",Keen Eye,Big Pecks,Hydration,5,
Vanillite,,36,50,50,44,65,60,305,Ice,Ice,,"Ice Body, Snow Cloak, Weak Armor",Ice Body,Snow Cloak,Weak Armor,5,Vanillish (35)
Vanillish,,51,65,65,59,80,75,395,Ice,Ice,,"Ice Body, Snow Cloak, Weak Armor",Ice Body,Snow Cloak,Weak Armor,5,Vanilluxe (47)
Vanilluxe,,71,95,85,79,110,95,535,Ice,Ice,,"Ice Body, Snow Warning, Weak Armor",Ice Body,Snow Warning,Weak Armor,5,
Deerling,Spring,60,60,50,75,40,50,335,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,Sawsbuck Spring (34)
Deerling,Summer,60,60,50,75,40,50,335,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,Sawsbuck Summer (34)
Deerling,Autumn,60,60,50,75,40,50,335,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,Sawsbuck Autumn (34)
Deerling,Winter,60,60,50,75,40,50,335,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,Sawsbuck Winter (34)
Sawsbuck,Spring,80,100,70,95,60,70,475,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,
Sawsbuck,Summer,80,100,70,95,60,70,475,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,
Sawsbuck,Autumn,80,100,70,95,60,70,475,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,
Sawsbuck,Winter,80,100,70,95,60,70,475,"Normal, Grass",Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Chlorophyll,Sap Sipper,Serene Grace,5,
Emolga,,55,75,60,103,75,60,428,"Electric, Flying",Electric,Flying,"Static, None, Motor Drive",Static,None,Motor Drive,5,
Karrablast,,50,75,45,60,40,45,315,Bug,Bug,,"Swarm, Shed Skin, No Guard",Swarm,Shed Skin,No Guard,5,Escavalier
Escavalier,,70,135,105,20,60,105,495,"Bug, Steel",Bug,Steel,"Swarm, Shell Armor, Overcoat",Swarm,Shell Armor,Overcoat,5,
Foongus,,69,55,45,15,55,55,294,"Grass, Poison",Grass,Poison,"Effect Spore, None, Regenerator",Effect Spore,None,Regenerator,5,Amoonguss (39)
Amoonguss,,114,85,70,30,85,80,464,"Grass, Poison",Grass,Poison,"Effect Spore, None, Regenerator",Effect Spore,None,Regenerator,5,
Frillish,,55,40,50,40,65,85,335,"Water, Ghost",Water,Ghost,"Water Absorb, Cursed Body, Damp",Water Absorb,Cursed Body,Damp,5,Jellicent (40)
Jellicent,,100,60,70,60,85,105,480,"Water, Ghost",Water,Ghost,"Water Absorb, Cursed Body, Damp",Water Absorb,Cursed Body,Damp,5,
Alomomola,,165,75,80,65,40,45,470,Water,Water,,"Healer, Hydration, Regenerator",Healer,Hydration,Regenerator,5,
Joltik,,50,47,50,65,57,50,319,"Bug, Electric",Bug,Electric,"Compound Eyes, Unnerve, Swarm",Compound Eyes,Unnerve,Swarm,5,Galvantula (36)
Galvantula,,70,77,60,108,97,60,472,"Bug, Electric",Bug,Electric,"Compound Eyes, Unnerve, Swarm",Compound Eyes,Unnerve,Swarm,5,
Ferroseed,,44,50,91,10,24,86,305,"Grass, Steel",Grass,Steel,"Iron Barbs, None, None",Iron Barbs,None,None,5,Ferrothorn (40)
Ferrothorn,,74,94,131,20,54,116,489,"Grass, Steel",Grass,Steel,"Iron Barbs, None, Anticipation",Iron Barbs,None,Anticipation,5,
Klink,,40,55,70,30,45,60,300,Steel,Steel,,"Plus, Minus, Clear Body",Plus,Minus,Clear Body,5,Klang (38)
Klang,,60,80,95,50,70,85,440,Steel,Steel,,"Plus, Minus, Clear Body",Plus,Minus,Clear Body,5,Klinklang (49)
Klinklang,,60,100,115,90,70,85,520,Steel,Steel,,"Plus, Minus, Clear Body",Plus,Minus,Clear Body,5,
Tynamo,,35,55,40,60,45,40,275,Electric,Electric,,"Levitate, None, None",Levitate,None,None,5,Eelektrik (39)
Eelektrik,,65,85,70,40,75,70,405,Electric,Electric,,"Levitate, None, None",Levitate,None,None,5,Eelektross (Thunder Stone)
Eelektross,,85,115,80,50,105,80,515,Electric,Electric,,"Levitate, None, None",Levitate,None,None,5,
Elgyem,,55,55,55,30,85,55,335,Psychic,Psychic,,"Telepathy, Synchronize, Analytic",Telepathy,Synchronize,Analytic,5,Beheeyem (42)
Beheeyem,,75,75,75,40,125,95,485,Psychic,Psychic,,"Telepathy, Synchronize, Analytic",Telepathy,Synchronize,Analytic,5,
Litwick,,50,30,55,20,65,55,275,"Ghost, Fire",Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",Flash Fire,Flame Body,Infiltrator,5,Lampent (41)
Lampent,,60,40,60,55,95,60,370,"Ghost, Fire",Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",Flash Fire,Flame Body,Infiltrator,5,Chandelure (Dusk Stone)
Chandelure,,60,55,90,80,145,90,520,"Ghost, Fire",Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",Flash Fire,Flame Body,Infiltrator,5,
Axew,,46,87,60,57,30,40,320,Dragon,Dragon,,"Rivalry, Mold Breaker, Unnerve",Rivalry,Mold Breaker,Unnerve,5,Fraxure (38)
Fraxure,,66,117,70,67,40,50,410,Dragon,Dragon,,"Rivalry, Mold Breaker, Unnerve",Rivalry,Mold Breaker,Unnerve,5,Haxorus (48)
Haxorus,,76,147,90,97,60,70,540,Dragon,Dragon,,"Rivalry, Mold Breaker, Unnerve",Rivalry,Mold Breaker,Unnerve,5,
Cubchoo,,55,70,40,40,60,40,305,Ice,Ice,,"Snow Cloak, Slush Rush, Rattled",Snow Cloak,Slush Rush,Rattled,5,Beartic (37)
Beartic,,95,130,80,50,70,80,505,Ice,Ice,,"Snow Cloak, Slush Rush, Swift Swim",Snow Cloak,Slush Rush,Swift Swim,5,
Cryogonal,,80,50,50,105,95,135,515,Ice,Ice,,"Levitate, None, None",Levitate,None,None,5,
Shelmet,,50,40,85,25,40,65,305,Bug,Bug,,"Hydration, Shell Armor, Overcoat",Hydration,Shell Armor,Overcoat,5,Accelgor
Accelgor,,80,70,40,145,100,60,495,Bug,Bug,,"Hydration, Sticky Hold, Unburden",Hydration,Sticky Hold,Unburden,5,
Stunfisk,,109,66,84,32,81,99,471,"Ground, Electric",Ground,Electric,"Static, Limber, Sand Veil",Static,Limber,Sand Veil,5,
Stunfisk,Galar,109,81,99,32,66,84,471,"Ground, Steel",Ground,Steel,"Mimicry, None, None",Mimicry,None,None,5,
Mienfoo,,45,85,50,65,55,50,350,Fighting,Fighting,,"Inner Focus, Regenerator, Reckless",Inner Focus,Regenerator,Reckless,5,Mienshao (50)
Mienshao,,65,125,60,105,95,60,510,Fighting,Fighting,,"Inner Focus, Regenerator, Reckless",Inner Focus,Regenerator,Reckless,5,
Druddigon,,77,120,90,48,60,90,485,Dragon,Dragon,,"Rough Skin, Sheer Force, Mold Breaker",Rough Skin,Sheer Force,Mold Breaker,5,
Golett,,59,74,50,35,35,50,303,"Ground, Ghost",Ground,Ghost,"Iron Fist, Klutz, No Guard",Iron Fist,Klutz,No Guard,5,Golurk (43)
Golurk,,89,124,80,55,55,80,483,"Ground, Ghost",Ground,Ghost,"Iron Fist, Klutz, No Guard",Iron Fist,Klutz,No Guard,5,
Pawniard,,45,85,70,60,40,40,340,"Dark, Steel",Dark,Steel,"Defiant, Inner Focus, Pressure",Defiant,Inner Focus,Pressure,5,Bisharp (52)
Bisharp,,65,125,100,70,60,70,490,"Dark, Steel",Dark,Steel,"Defiant, Inner Focus, Pressure",Defiant,Inner Focus,Pressure,5,Kingambit
Kingambit,,100,135,120,50,60,85,550,"Dark, Steel",Dark,Steel,"Defiant, Supreme Overlord, Pressure",Defiant,Supreme Overlord,Pressure,5,
Bouffalant,,95,110,95,55,40,95,490,Normal,Normal,,"Reckless, Sap Sipper, Soundproof",Reckless,Sap Sipper,Soundproof,5,
Rufflet,,70,83,50,60,37,50,350,"Normal, Flying",Normal,Flying,"Keen Eye, Sheer Force, Hustle",Keen Eye,Sheer Force,Hustle,5,Braviary (54)
Braviary,,100,123,75,80,57,75,510,"Normal, Flying",Normal,Flying,"Keen Eye, Sheer Force, Defiant",Keen Eye,Sheer Force,Defiant,5,
Braviary,Hisui,110,83,70,65,112,70,510,"Psychic, Flying",Psychic,Flying,"Keen Eye, Sheer Force, Tinted Lens",Keen Eye,Sheer Force,Tinted Lens,5,
Vullaby,,70,55,75,60,45,65,370,"Dark, Flying",Dark,Flying,"Big Pecks, Overcoat, Weak Armor",Big Pecks,Overcoat,Weak Armor,5,Mandibuzz (54)
Mandibuzz,,110,65,105,80,55,95,510,"Dark, Flying",Dark,Flying,"Big Pecks, Overcoat, Weak Armor",Big Pecks,Overcoat,Weak Armor,5,
Heatmor,,85,97,66,65,105,66,484,Fire,Fire,,"Gluttony, Flash Fire, White Smoke",Gluttony,Flash Fire,White Smoke,5,
Durant,,58,109,112,109,48,48,484,"Bug, Steel",Bug,Steel,"Swarm, Hustle, Truant",Swarm,Hustle,Truant,5,
Deino,,52,65,50,38,45,50,300,"Dark, Dragon",Dark,Dragon,"Hustle, None, None",Hustle,None,None,5,Zweilous (50)
Zweilous,,72,85,70,58,65,70,420,"Dark, Dragon",Dark,Dragon,"Hustle, None, None",Hustle,None,None,5,Hydreigon (64)
Hydreigon,,92,105,90,98,125,90,600,"Dark, Dragon",Dark,Dragon,"Levitate, None, None",Levitate,None,None,5,
Larvesta,,55,85,55,60,50,55,360,"Bug, Fire",Bug,Fire,"Flame Body, None, Swarm",Flame Body,None,Swarm,5,Volcarona (59)
Volcarona,,85,60,65,100,135,105,550,"Bug, Fire",Bug,Fire,"Flame Body, None, Swarm",Flame Body,None,Swarm,5,
Cobalion,,91,90,129,108,90,72,580,"Steel, Fighting",Steel,Fighting,"Justified, None, None",Justified,None,None,5,
Terrakion,,91,129,90,108,72,90,580,"Rock, Fighting",Rock,Fighting,"Justified, None, None",Justified,None,None,5,
Virizion,,91,90,72,108,90,129,580,"Grass, Fighting",Grass,Fighting,"Justified, None, None",Justified,None,None,5,
Tornadus,Incarnate,79,115,70,111,125,80,580,Flying,Flying,,"Prankster, None, Defiant",Prankster,None,Defiant,5,
Tornadus,Therian,79,100,80,121,110,90,580,Flying,Flying,,"Regenerator, None, Regenerator",Regenerator,None,Regenerator,5,
Thundurus,Incarnate,79,115,70,111,125,80,580,"Electric, Flying",Electric,Flying,"Prankster, None, Defiant",Prankster,None,Defiant,5,
Thundurus,Therian,79,105,70,101,145,80,580,"Electric, Flying",Electric,Flying,"Volt Absorb, None, Volt Absorb",Volt Absorb,None,Volt Absorb,5,
Reshiram,,100,120,100,90,150,120,680,"Dragon, Fire",Dragon,Fire,"Turboblaze, None, None",Turboblaze,None,None,5,
Zekrom,,100,150,120,90,120,100,680,"Dragon, Electric",Dragon,Electric,"Teravolt, None, None",Teravolt,None,None,5,
Landorus,Incarnate,89,125,90,101,115,80,600,"Ground, Flying",Ground,Flying,"Sand Force, None, Sheer Force",Sand Force,None,Sheer Force,5,
Landorus,Therian,89,145,90,91,105,80,600,"Ground, Flying",Ground,Flying,"Intimidate, None, None",Intimidate,None,None,5,
Kyurem,,125,130,90,95,130,90,660,"Dragon, Ice",Dragon,Ice,"Pressure, None, None",Pressure,None,None,5,
Kyurem,White,125,120,90,95,170,100,700,"Dragon, Ice",Dragon,Ice,"Turboblaze, None, None",Turboblaze,None,None,5,
Kyurem,Black,125,170,100,95,120,90,700,"Dragon, Ice",Dragon,Ice,"Teravolt, None, None",Teravolt,None,None,5,
Keldeo,Ordinary,91,72,90,108,129,90,580,"Water, Fighting",Water,Fighting,"Justified, None, None",Justified,None,None,5,
Keldeo,Resolute,91,72,90,108,129,90,580,"Water, Fighting",Water,Fighting,"Justified, None, None",Justified,None,None,5,
Meloetta,Aria,100,77,77,90,128,128,600,"Normal, Psychic",Normal,Psychic,"Serene Grace, None, None",Serene Grace,None,None,5,
Meloetta,Pirouette,100,128,90,128,77,77,600,"Normal, Fighting",Normal,Fighting,"Serene Grace, None, None",Serene Grace,None,None,5,
Chespin,,56,61,65,38,48,45,313,Grass,Grass,,"Overgrow, None, Bulletproof",Overgrow,None,Bulletproof,6,Quilladin (16)
Quilladin,,61,78,95,57,56,58,405,Grass,Grass,,"Overgrow, None, Bulletproof",Overgrow,None,Bulletproof,6,Chesnaught (36)
Chesnaught,,88,107,122,64,74,75,530,"Grass, Fighting",Grass,Fighting,"Overgrow, None, Bulletproof",Overgrow,None,Bulletproof,6,
Fennekin,,40,45,40,60,62,60,307,Fire,Fire,,"Blaze, None, Magician",Blaze,None,Magician,6,Braixen (16)
Braixen,,59,59,58,73,90,70,409,Fire,Fire,,"Blaze, None, Magician",Blaze,None,Magician,6,Delphox (36)
Delphox,,75,69,72,104,114,100,534,"Fire, Psychic",Fire,Psychic,"Blaze, None, Magician",Blaze,None,Magician,6,
Froakie,,41,56,40,71,62,44,314,Water,Water,,"Torrent, None, Protean",Torrent,None,Protean,6,Frogadier (16)
Frogadier,,54,63,52,97,83,56,405,Water,Water,,"Torrent, None, Protean",Torrent,None,Protean,6,Greninja (36)
Greninja,,72,95,67,122,103,71,530,"Water, Dark",Water,Dark,"Torrent, None, Protean",Torrent,None,Protean,6,
Greninja,Battle Bond,72,95,67,122,103,71,530,"Water, Dark",Water,Dark,"Battle Bond, None, None",Battle Bond,None,None,6,
Greninja,Ash,72,145,67,132,153,71,640,"Water, Dark",Water,Dark,"Battle Bond, None, None",Battle Bond,None,None,6,
Bunnelby,,38,36,38,57,32,36,237,Normal,Normal,,"Pickup, Cheek Pouch, Huge Power",Pickup,Cheek Pouch,Huge Power,6,Diggersby (20)
Diggersby,,85,56,77,78,50,77,423,"Normal, Ground",Normal,Ground,"Pickup, Cheek Pouch, Huge Power",Pickup,Cheek Pouch,Huge Power,6,
Fletchling,,45,50,43,62,40,38,278,"Normal, Flying",Normal,Flying,"Big Pecks, None, Gale Wings",Big Pecks,None,Gale Wings,6,Fletchinder (17)
Fletchinder,,62,73,55,84,56,52,382,"Fire, Flying",Fire,Flying,"Flame Body, None, Gale Wings",Flame Body,None,Gale Wings,6,Talonflame (35)
Talonflame,,78,81,71,126,74,69,499,"Fire, Flying",Fire,Flying,"Flame Body, None, Gale Wings",Flame Body,None,Gale Wings,6,Spewpa  (9)
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
Litleo,,62,50,58,72,73,54,369,"Fire, Normal",Fire,Normal,"Rivalry, Unnerve, Moxie",Rivalry,Unnerve,Moxie,6,Pyroar (35)
Pyroar,,86,68,72,106,109,66,507,"Fire, Normal",Fire,Normal,"Rivalry, Unnerve, Moxie",Rivalry,Unnerve,Moxie,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
Floette,Flabebe White,54,45,47,52,75,98,371,Fairy,Fairy,,"Flower Veil, None, Symbiosis",Flower Veil,None,Symbiosis,6,Florges  (Shiny Stone)
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
Florges,Floette Eternal,74,65,67,92,125,128,551,Fairy,Fairy,,"Flower Veil, None, Symbiosis",Flower Veil,None,Symbiosis,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
,,0,0,0,0,0,0,0,,,,,,,,6,
Skiddo,,66,65,48,52,62,57,350,Grass,Grass,,"Sap Sipper, None, Grass Pelt",Sap Sipper,None,Grass Pelt,6,Gogoat (32)
Gogoat,,123,100,62,68,97,81,531,Grass,Grass,,"Sap Sipper, None, Grass Pelt",Sap Sipper,None,Grass Pelt,6,
Pancham,,67,82,62,43,46,48,348,Fighting,Fighting,,"Iron Fist, Mold Breaker, Scrappy",Iron Fist,Mold Breaker,Scrappy,6,Pangoro
Pangoro,,95,124,78,58,69,71,495,"Fighting, Dark",Fighting,Dark,"Iron Fist, Mold Breaker, Scrappy",Iron Fist,Mold Breaker,Scrappy,6,
Espurr,,62,48,54,68,63,60,355,Psychic,Psychic,,"Keen Eye, Infiltrator, Own Tempo",Keen Eye,Infiltrator,Own Tempo,6,"Meowstic M, Meowstic F"
Meowstic,M,74,48,76,104,83,81,466,Psychic,Psychic,,"Keen Eye, Infiltrator, Prankster",Keen Eye,Infiltrator,Prankster,6,
Meowstic,F,74,48,76,104,83,81,466,Psychic,Psychic,,"Keen Eye, Infiltrator, Competitive",Keen Eye,Infiltrator,Competitive,6,
Honedge,,45,80,100,28,35,37,325,"Steel, Ghost",Steel,Ghost,"No Guard, None, None",No Guard,None,None,6,Doublade (35)
Doublade,,59,110,150,35,45,49,448,"Steel, Ghost",Steel,Ghost,"No Guard, None, None",No Guard,None,None,6,Aegislash Shield (Dusk Stone)
Aegislash,Shield,60,50,140,60,50,140,500,"Steel, Ghost",Steel,Ghost,"Stance Change, None, None",Stance Change,None,None,6,
Aegislash,Blade,60,140,50,60,140,50,500,"Steel, Ghost",Steel,Ghost,"Stance Change, None, None",Stance Change,None,None,6,
Spritzee,,78,52,60,23,63,65,341,Fairy,Fairy,,"Healer, None, Aroma Veil",Healer,None,Aroma Veil,6,"Aromatisse, Aromatisse (Sachet)"
Aromatisse,,101,72,72,29,99,89,462,Fairy,Fairy,,"Healer, None, Aroma Veil",Healer,None,Aroma Veil,6,
Swirlix,,62,48,66,49,59,57,341,Fairy,Fairy,,"Sweet Veil, None, Unburden",Sweet Veil,None,Unburden,6,"Slurpuff, Slurpuff (Whipped Dream)"
Slurpuff,,82,80,86,72,85,75,480,Fairy,Fairy,,"Sweet Veil, None, Unburden",Sweet Veil,None,Unburden,6,
Inkay,,53,54,53,45,37,46,288,"Dark, Psychic",Dark,Psychic,"Contrary, Suction Cups, Infiltrator",Contrary,Suction Cups,Infiltrator,6,Malamar (30)
Malamar,,86,92,88,73,68,75,482,"Dark, Psychic",Dark,Psychic,"Contrary, Suction Cups, Infiltrator",Contrary,Suction Cups,Infiltrator,6,
Binacle,,42,52,67,50,39,56,306,"Rock, Water",Rock,Water,"Tough Claws, Sniper, Pickpocket",Tough Claws,Sniper,Pickpocket,6,Barbaracle (39)
Barbaracle,,72,105,115,68,54,86,500,"Rock, Water",Rock,Water,"Tough Claws, Sniper, Pickpocket",Tough Claws,Sniper,Pickpocket,6,
Skrelp,,50,60,60,30,60,60,320,"Poison, Water",Poison,Water,"Poison Point, Poison Touch, Adaptability",Poison Point,Poison Touch,Adaptability,6,Dragalge (48)
Dragalge,,65,75,90,44,97,123,494,"Poison, Dragon",Poison,Dragon,"Poison Point, Poison Touch, Adaptability",Poison Point,Poison Touch,Adaptability,6,
Clauncher,,50,53,62,44,58,63,330,Water,Water,,"Mega Launcher, None, None",Mega Launcher,None,None,6,Clawitzer (37)
Clawitzer,,71,73,88,59,120,89,500,Water,Water,,"Mega Launcher, None, None",Mega Launcher,None,None,6,
Helioptile,,44,38,33,70,61,43,289,"Electric, Normal",Electric,Normal,"Dry Skin, Sand Veil, Solar Power",Dry Skin,Sand Veil,Solar Power,6,Heliolisk (Sun Stone)
Heliolisk,,62,55,52,109,109,94,481,"Electric, Normal",Electric,Normal,"Dry Skin, Sand Veil, Solar Power",Dry Skin,Sand Veil,Solar Power,6,
Tyrunt,,58,89,77,48,45,45,362,"Rock, Dragon",Rock,Dragon,"Strong Jaw, None, Sturdy",Strong Jaw,None,Sturdy,6,Tyrantrum
Tyrantrum,,82,121,119,71,69,59,521,"Rock, Dragon",Rock,Dragon,"Strong Jaw, None, Rock Head",Strong Jaw,None,Rock Head,6,
Amaura,,77,59,50,46,67,63,362,"Rock, Ice",Rock,Ice,"Refrigerate, None, Snow Warning",Refrigerate,None,Snow Warning,6,Aurorus
Aurorus,,123,77,72,58,99,92,521,"Rock, Ice",Rock,Ice,"Refrigerate, None, Snow Warning",Refrigerate,None,Snow Warning,6,
Hawlucha,,78,92,75,118,74,63,500,"Fighting, Flying",Fighting,Flying,"Limber, Unburden, Mold Breaker",Limber,Unburden,Mold Breaker,6,
Dedenne,,67,58,57,101,81,67,431,"Electric, Fairy",Electric,Fairy,"Cheek Pouch, Pickup, Plus",Cheek Pouch,Pickup,Plus,6,
Carbink,,50,50,150,50,50,150,500,"Rock, Fairy",Rock,Fairy,"Clear Body, None, Sturdy",Clear Body,None,Sturdy,6,
Goomy,,45,50,35,40,55,75,300,Dragon,Dragon,,"Sap Sipper, Hydration, Gooey",Sap Sipper,Hydration,Gooey,6,Sliggoo (40)
Sliggoo,,68,75,53,60,83,113,452,Dragon,Dragon,,"Sap Sipper, Hydration, Gooey",Sap Sipper,Hydration,Gooey,6,"Goodra, Goodra"
Goodra,,90,100,70,80,110,150,600,Dragon,Dragon,,"Sap Sipper, Hydration, Gooey",Sap Sipper,Hydration,Gooey,6,
Sliggoo,Hisui,58,75,83,40,83,113,452,"Dragon, Steel",Dragon,Steel,"Sap Sipper, Shell Armor, Gooey",Sap Sipper,Shell Armor,Gooey,6,"Goodra Hisui, Goodra Hisui"
Goodra,Hisui,80,100,100,60,110,150,600,"Dragon, Steel",Dragon,Steel,"Sap Sipper, Shell Armor, Gooey",Sap Sipper,Shell Armor,Gooey,6,
Klefki,,57,80,91,75,80,87,470,"Steel, Fairy",Steel,Fairy,"Prankster, None, Magician",Prankster,None,Magician,6,
Phantump,,43,70,48,38,50,60,309,"Ghost, Grass",Ghost,Grass,"Natural Cure, Frisk, Harvest",Natural Cure,Frisk,Harvest,6,"Trevenant (Trade), Trevenant (Linking Cord)"
Trevenant,,85,110,76,56,65,82,474,"Ghost, Grass",Ghost,Grass,"Natural Cure, Frisk, Harvest",Natural Cure,Frisk,Harvest,6,
Pumpkaboo,Average,49,66,70,51,44,55,335,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,"Gourgeist Average (Trade), Gourgeist Average (Linking Cord)"
